Date,Price,Open,High,Low,Vol.,Change %
18-12-2023,0.61239,0.61027,0.61428,0.58144,661.10M,0.34%
17-12-2023,0.61029,0.62035,0.62226,0.6089,295.92M,-1.62%
16-12-2023,0.62035,0.61547,0.62549,0.6108,283.12M,0.79%
15-12-2023,0.61548,0.63157,0.64304,0.61377,507.12M,-2.55%
14-12-2023,0.63156,0.6273,0.6377,0.61412,487.85M,0.69%
13-12-2023,0.6272,0.61899,0.634,0.59498,556.10M,1.33%
12-12-2023,0.61898,0.6186,0.62613,0.60689,522.27M,0.07%
11-12-2023,0.61856,0.66167,0.66266,0.60238,811.11M,-6.51%
10-12-2023,0.66166,0.65848,0.67098,0.6481,373.77M,0.48%
09-12-2023,0.65848,0.67183,0.69942,0.65608,706.26M,-2.07%
08-12-2023,0.67239,0.64156,0.67526,0.636,661.27M,4.81%
07-12-2023,0.64156,0.63952,0.65274,0.62251,636.77M,0.30%
06-12-2023,0.63963,0.6202,0.64172,0.61222,706.83M,3.15%
05-12-2023,0.62011,0.62392,0.62921,0.60747,527.35M,-0.60%
04-12-2023,0.62384,0.62209,0.64215,0.59105,687.66M,0.28%
03-12-2023,0.62209,0.61902,0.63197,0.61581,359.98M,0.49%
02-12-2023,0.61904,0.61156,0.62104,0.60999,240.75M,1.22%
01-12-2023,0.61158,0.60547,0.61238,0.60243,360.95M,1.02%
30-11-2023,0.6054,0.60827,0.60899,0.59822,362.04M,-0.47%
29-11-2023,0.60829,0.60891,0.61562,0.60359,375.95M,-0.08%
28-11-2023,0.60875,0.60339,0.61244,0.59583,427.83M,0.89%
27-11-2023,0.60339,0.61543,0.61653,0.59391,456.95M,-1.95%
26-11-2023,0.61542,0.62247,0.63661,0.60972,378.14M,-1.14%
25-11-2023,0.62254,0.62114,0.62324,0.61582,166.72M,0.22%
24-11-2023,0.62119,0.62038,0.6252,0.61605,385.00M,0.14%
23-11-2023,0.62034,0.61072,0.62347,0.60625,426.77M,1.58%
22-11-2023,0.61071,0.57874,0.61609,0.5785,479.19M,5.51%
21-11-2023,0.57879,0.61219,0.6177,0.57367,607.29M,-5.46%
20-11-2023,0.61219,0.62549,0.62808,0.61014,367.19M,-2.12%
19-11-2023,0.62546,0.61061,0.62858,0.60139,291.81M,2.44%
18-11-2023,0.61058,0.61324,0.61429,0.59112,230.91M,-0.43%
17-11-2023,0.61321,0.61198,0.624,0.58659,459.82M,0.20%
16-11-2023,0.61198,0.64807,0.65208,0.60544,529.37M,-5.57%
15-11-2023,0.6481,0.62956,0.65021,0.62526,413.75M,2.97%
14-11-2023,0.62942,0.67046,0.67119,0.59744,760.69M,-6.11%
13-11-2023,0.67037,0.6613,0.74785,0.64231,944.37M,1.32%
12-11-2023,0.66161,0.66275,0.67076,0.64779,255.02M,-0.17%
11-11-2023,0.66275,0.65943,0.685,0.6417,499.64M,0.46%
10-11-2023,0.65969,0.6666,0.671,0.64078,720.37M,-1.04%
09-11-2023,0.66659,0.68697,0.70599,0.63432,1.15B,-2.99%
08-11-2023,0.68713,0.68517,0.69767,0.67264,688.97M,0.29%
07-11-2023,0.68517,0.71479,0.71495,0.65552,1.05B,-4.15%
06-11-2023,0.71484,0.6608,0.7317,0.65905,965.92M,8.22%
05-11-2023,0.66051,0.61506,0.66234,0.61405,645.22M,7.39%
04-11-2023,0.61507,0.61211,0.61798,0.60892,372.07M,0.48%
03-11-2023,0.61211,0.60542,0.61491,0.59234,657.34M,1.10%
02-11-2023,0.60542,0.60874,0.625,0.58974,797.37M,-0.55%
01-11-2023,0.60875,0.59956,0.61565,0.58034,734.23M,1.53%
31-10-2023,0.59958,0.57817,0.6156,0.56302,787.70M,3.70%
30-10-2023,0.57819,0.55608,0.58408,0.54969,595.42M,3.98%
29-10-2023,0.55607,0.54461,0.56127,0.54101,206.62M,2.10%
28-10-2023,0.54461,0.54299,0.55039,0.54061,251.86M,0.30%
27-10-2023,0.54296,0.55333,0.55856,0.53844,500.06M,-1.90%
26-10-2023,0.55347,0.55521,0.56757,0.54344,650.56M,-0.31%
25-10-2023,0.55521,0.55886,0.56316,0.541,626.90M,-0.66%
24-10-2023,0.55889,0.54729,0.58392,0.5365,1.16B,2.13%
23-10-2023,0.54725,0.5226,0.55228,0.5199,777.46M,4.72%
22-10-2023,0.5226,0.52108,0.52384,0.5132,202.82M,0.29%
21-10-2023,0.52109,0.51494,0.53142,0.51117,221.48M,1.18%
20-10-2023,0.51503,0.51964,0.5296,0.50868,559.75M,-0.89%
19-10-2023,0.51964,0.48777,0.52411,0.4777,647.63M,6.55%
18-10-2023,0.48771,0.49109,0.49229,0.48653,368.52M,-0.69%
17-10-2023,0.4911,0.49777,0.49798,0.48759,376.84M,-1.34%
16-10-2023,0.49777,0.48739,0.50991,0.48541,496.80M,2.13%
15-10-2023,0.48739,0.48651,0.48993,0.4851,127.24M,0.18%
14-10-2023,0.48651,0.48509,0.48831,0.48351,119.84M,0.29%
13-10-2023,0.48512,0.48299,0.49058,0.47872,319.62M,0.44%
12-10-2023,0.48299,0.48896,0.48896,0.4746,346.56M,-1.23%
11-10-2023,0.48898,0.49642,0.49772,0.4795,313.41M,-1.50%
10-10-2023,0.49642,0.50261,0.50261,0.49189,305.92M,-1.23%
09-10-2023,0.5026,0.51748,0.52002,0.49235,442.97M,-2.88%
08-10-2023,0.51752,0.52152,0.52339,0.51638,120.34M,-0.77%
07-10-2023,0.52152,0.5254,0.52548,0.5198,95.15M,-0.74%
06-10-2023,0.52539,0.5227,0.52889,0.51778,298.22M,0.49%
05-10-2023,0.52283,0.53264,0.53264,0.51814,342.91M,-1.84%
04-10-2023,0.53264,0.5389,0.54202,0.52197,630.73M,-1.16%
03-10-2023,0.53891,0.51222,0.54704,0.50643,554.82M,5.20%
02-10-2023,0.51229,0.52395,0.52586,0.5104,449.82M,-2.21%
01-10-2023,0.52389,0.51481,0.52554,0.51386,225.01M,1.76%
30-09-2023,0.51482,0.52171,0.52171,0.51462,205.79M,-1.32%
29-09-2023,0.52171,0.50971,0.54626,0.5062,844.57M,2.35%
28-09-2023,0.50971,0.49947,0.50999,0.49522,341.11M,2.05%
27-09-2023,0.49947,0.50188,0.50687,0.49682,334.64M,-0.50%
26-09-2023,0.50196,0.50564,0.5073,0.49766,365.97M,-0.73%
25-09-2023,0.50565,0.50207,0.50691,0.49191,410.24M,0.71%
24-09-2023,0.50207,0.5076,0.51148,0.49961,150.06M,-1.09%
23-09-2023,0.5076,0.51213,0.51362,0.50579,135.46M,-0.88%
22-09-2023,0.51211,0.50714,0.51663,0.50442,328.36M,0.98%
21-09-2023,0.50716,0.52118,0.52121,0.50067,430.97M,-2.69%
20-09-2023,0.52117,0.51392,0.52487,0.5075,503.98M,1.43%
19-09-2023,0.5138,0.50301,0.51625,0.50124,510.01M,2.15%
18-09-2023,0.50297,0.49259,0.50715,0.48857,464.23M,2.11%
17-09-2023,0.49257,0.49969,0.50034,0.49008,190.79M,-1.42%
16-09-2023,0.49969,0.50048,0.5034,0.49835,176.37M,-0.16%
15-09-2023,0.50049,0.48912,0.50656,0.48807,412.04M,2.33%
14-09-2023,0.48912,0.48328,0.49344,0.48007,321.93M,1.21%
13-09-2023,0.48328,0.48017,0.48894,0.47391,395.13M,0.65%
12-09-2023,0.48017,0.4743,0.48547,0.47011,479.55M,1.23%
11-09-2023,0.47432,0.49691,0.49818,0.46236,661.84M,-4.55%
10-09-2023,0.49691,0.5038,0.50381,0.4932,225.99M,-1.37%
09-09-2023,0.50379,0.50498,0.50498,0.50157,127.51M,-0.24%
08-09-2023,0.50499,0.505,0.507,0.4951,358.56M,0.00%
07-09-2023,0.50499,0.50323,0.50651,0.49657,340.61M,0.35%
06-09-2023,0.50323,0.50558,0.50579,0.49194,391.31M,-0.46%
05-09-2023,0.50556,0.50862,0.50862,0.49937,393.22M,-0.59%
04-09-2023,0.50855,0.50471,0.51263,0.49762,443.63M,0.76%
03-09-2023,0.50473,0.49885,0.50982,0.49731,298.75M,1.18%
02-09-2023,0.49883,0.49804,0.50252,0.49455,331.43M,0.16%
01-09-2023,0.49804,0.51098,0.51181,0.48807,598.12M,-2.53%
31-08-2023,0.51099,0.52834,0.52865,0.49974,541.27M,-3.29%
30-08-2023,0.52838,0.53982,0.54026,0.52216,468.33M,-2.14%
29-08-2023,0.53996,0.52318,0.54751,0.51333,649.47M,3.21%
28-08-2023,0.52319,0.52358,0.52496,0.51211,404.87M,-0.08%
27-08-2023,0.5236,0.52312,0.53,0.52062,258.09M,0.10%
26-08-2023,0.52309,0.52567,0.52785,0.51836,231.57M,-0.49%
25-08-2023,0.52567,0.51862,0.53098,0.5082,517.75M,1.36%
24-08-2023,0.51862,0.53008,0.53187,0.51219,433.37M,-2.16%
23-08-2023,0.53008,0.52074,0.5365,0.51591,493.09M,1.80%
22-08-2023,0.52072,0.5244,0.52537,0.50483,718.43M,-0.70%
21-08-2023,0.5244,0.5385,0.53969,0.50613,868.00M,-2.62%
20-08-2023,0.5385,0.51999,0.55541,0.51643,765.32M,3.56%
19-08-2023,0.51999,0.50597,0.52368,0.50089,549.93M,2.77%
18-08-2023,0.50597,0.50631,0.51994,0.48515,1.21B,-0.13%
17-08-2023,0.50662,0.589,0.59452,0.43345,1.29B,-13.99%
16-08-2023,0.589,0.61039,0.6166,0.57773,847.81M,-3.50%
15-08-2023,0.61039,0.63418,0.63452,0.58729,591.96M,-3.75%
14-08-2023,0.63418,0.62565,0.6368,0.62431,456.28M,1.36%
13-08-2023,0.62565,0.62758,0.63821,0.62437,279.29M,-0.28%
12-08-2023,0.62743,0.63176,0.6331,0.6247,206.00M,-0.69%
11-08-2023,0.63176,0.63305,0.64074,0.62669,419.60M,-0.18%
10-08-2023,0.6329,0.64326,0.64442,0.62468,507.62M,-1.61%
09-08-2023,0.64328,0.64192,0.66526,0.63407,717.55M,0.21%
08-08-2023,0.64191,0.62312,0.64659,0.61455,616.88M,3.01%
07-08-2023,0.62314,0.62397,0.62976,0.60025,720.00M,-0.13%
06-08-2023,0.62397,0.62878,0.63834,0.62151,378.60M,-0.77%
05-08-2023,0.62879,0.63556,0.63571,0.61207,496.93M,-1.07%
04-08-2023,0.63556,0.66322,0.66736,0.6292,581.93M,-4.18%
03-08-2023,0.66326,0.68477,0.6874,0.65711,588.43M,-3.19%
02-08-2023,0.68508,0.70696,0.70763,0.67727,447.75M,-3.10%
01-08-2023,0.70703,0.69765,0.70739,0.67982,609.87M,1.34%
31-07-2023,0.69765,0.70461,0.71985,0.68708,649.90M,-0.99%
30-07-2023,0.70461,0.71207,0.7335,0.68597,453.08M,-1.05%
29-07-2023,0.71207,0.71226,0.71518,0.70508,218.35M,-0.03%
28-07-2023,0.71228,0.71389,0.71841,0.70342,363.73M,-0.23%
27-07-2023,0.71391,0.7163,0.73096,0.70787,547.34M,-0.33%
26-07-2023,0.71628,0.709,0.73044,0.69531,614.79M,1.03%
25-07-2023,0.70898,0.70222,0.71531,0.67541,622.40M,0.96%
24-07-2023,0.70223,0.73843,0.74234,0.68332,831.81M,-4.90%
23-07-2023,0.73844,0.73293,0.75127,0.7161,456.90M,0.75%
22-07-2023,0.73291,0.77131,0.7797,0.72361,492.50M,-4.98%
21-07-2023,0.77131,0.79423,0.7985,0.76169,600.42M,-2.86%
20-07-2023,0.794,0.81981,0.84823,0.77257,908.89M,-3.15%
19-07-2023,0.81982,0.77885,0.84894,0.77167,1.26B,5.25%
18-07-2023,0.77895,0.73749,0.78193,0.73288,801.79M,5.62%
17-07-2023,0.73749,0.74702,0.76444,0.71477,839.35M,-1.28%
16-07-2023,0.74704,0.71452,0.78906,0.70526,1.31B,4.55%
15-07-2023,0.71453,0.71813,0.73286,0.69376,1.01B,-0.51%
14-07-2023,0.71818,0.81557,0.82394,0.67228,2.12B,-11.88%
13-07-2023,0.81502,0.47108,0.92144,0.4696,3.45B,73.01%
12-07-2023,0.47109,0.47529,0.47717,0.46618,307.59M,-0.88%
11-07-2023,0.47529,0.47798,0.47815,0.4711,295.95M,-0.56%
10-07-2023,0.47798,0.4681,0.4799,0.46378,429.53M,2.12%
09-07-2023,0.46806,0.47042,0.47169,0.46688,105.41M,-0.50%
08-07-2023,0.47042,0.4686,0.47468,0.46527,151.24M,0.39%
07-07-2023,0.46861,0.46225,0.47065,0.45856,292.48M,1.37%
06-07-2023,0.46228,0.47761,0.48418,0.46186,395.39M,-3.21%
05-07-2023,0.4776,0.48717,0.49186,0.46977,389.09M,-1.92%
04-07-2023,0.48694,0.4891,0.49348,0.4822,378.46M,-0.45%
03-07-2023,0.48912,0.48442,0.4912,0.47887,469.38M,0.97%
02-07-2023,0.48442,0.47311,0.49556,0.47003,449.38M,2.35%
01-07-2023,0.47329,0.47292,0.47603,0.46484,299.65M,0.08%
30-06-2023,0.47293,0.47462,0.4826,0.45445,541.26M,-0.35%
29-06-2023,0.47461,0.46464,0.4772,0.46149,296.75M,2.14%
28-06-2023,0.46466,0.4838,0.48432,0.45075,471.72M,-3.96%
27-06-2023,0.4838,0.47908,0.48481,0.4765,390.62M,0.98%
26-06-2023,0.47908,0.49023,0.49161,0.4732,402.16M,-2.27%
25-06-2023,0.49022,0.4866,0.49696,0.48312,257.95M,0.75%
24-06-2023,0.4866,0.49593,0.49601,0.48081,263.36M,-1.88%
23-06-2023,0.49592,0.49397,0.50199,0.48499,452.44M,0.39%
22-06-2023,0.49401,0.49994,0.527,0.48823,599.84M,-1.19%
21-06-2023,0.49995,0.49272,0.50331,0.4893,549.21M,1.47%
20-06-2023,0.4927,0.49345,0.49634,0.47303,485.59M,-0.14%
19-06-2023,0.49341,0.48697,0.49818,0.48263,412.31M,1.32%
18-06-2023,0.48699,0.4794,0.4975,0.4754,298.36M,1.58%
17-06-2023,0.4794,0.4758,0.48611,0.46953,247.75M,0.76%
16-06-2023,0.47579,0.48031,0.48309,0.45732,504.55M,-0.94%
15-06-2023,0.48031,0.48011,0.48539,0.46822,461.32M,0.04%
14-06-2023,0.48011,0.51912,0.52028,0.46568,718.20M,-7.51%
13-06-2023,0.51911,0.525,0.5634,0.50579,1.02B,-1.12%
12-06-2023,0.525,0.52074,0.52792,0.50913,478.14M,0.82%
11-06-2023,0.52074,0.5068,0.52888,0.50304,302.45M,2.75%
10-06-2023,0.50682,0.53798,0.53845,0.47696,828.84M,-5.79%
09-06-2023,0.53799,0.52377,0.54061,0.5206,477.70M,2.72%
08-06-2023,0.52377,0.51829,0.52768,0.51572,352.84M,1.06%
07-06-2023,0.51828,0.52991,0.53801,0.50702,613.06M,-2.19%
06-06-2023,0.52989,0.50899,0.53222,0.49702,594.24M,4.11%
05-06-2023,0.50896,0.53581,0.54246,0.49048,808.20M,-5.01%
04-06-2023,0.53581,0.51879,0.54606,0.51531,333.01M,3.28%
03-06-2023,0.5188,0.52466,0.53212,0.51565,234.10M,-1.12%
02-06-2023,0.52467,0.50649,0.52683,0.50413,396.93M,3.59%
01-06-2023,0.50649,0.51678,0.51678,0.50205,421.14M,-1.99%
31-05-2023,0.51678,0.52052,0.52751,0.50119,600.31M,-0.72%
30-05-2023,0.52053,0.49442,0.52891,0.48963,892.90M,5.29%
29-05-2023,0.4944,0.48203,0.49477,0.47668,443.39M,2.57%
28-05-2023,0.48201,0.47175,0.48601,0.47001,229.96M,2.16%
27-05-2023,0.4718,0.46847,0.47852,0.4658,254.85M,0.71%
26-05-2023,0.46847,0.45379,0.46988,0.4525,412.55M,3.25%
25-05-2023,0.45374,0.45307,0.45462,0.4438,282.80M,0.15%
24-05-2023,0.45306,0.4651,0.4651,0.44645,500.06M,-2.59%
23-05-2023,0.4651,0.4617,0.46686,0.459,385.36M,0.74%
22-05-2023,0.4617,0.45746,0.46709,0.45092,414.38M,0.92%
21-05-2023,0.4575,0.46843,0.47051,0.4553,218.48M,-2.33%
20-05-2023,0.46843,0.46747,0.47116,0.46186,186.84M,0.19%
19-05-2023,0.46754,0.45973,0.47458,0.4574,479.51M,1.69%
18-05-2023,0.45977,0.44847,0.47206,0.44308,601.87M,2.61%
17-05-2023,0.44807,0.44259,0.46112,0.43791,722.30M,1.23%
16-05-2023,0.44264,0.42736,0.44281,0.41892,501.10M,3.57%
15-05-2023,0.42736,0.4252,0.43029,0.42161,372.48M,0.50%
14-05-2023,0.42522,0.42401,0.43144,0.42183,142.86M,0.29%
13-05-2023,0.42401,0.43048,0.43048,0.42362,145.07M,-1.51%
12-05-2023,0.43049,0.42064,0.4432,0.41665,562.85M,2.35%
11-05-2023,0.42063,0.43026,0.43042,0.41162,423.24M,-2.24%
10-05-2023,0.43026,0.42888,0.43383,0.41335,505.80M,0.33%
09-05-2023,0.42886,0.42826,0.43077,0.42058,464.67M,0.13%
08-05-2023,0.4283,0.4489,0.451,0.414,678.14M,-4.59%
07-05-2023,0.4489,0.45822,0.4599,0.447,171.58M,-2.03%
06-05-2023,0.4582,0.46706,0.46907,0.45284,237.95M,-1.90%
05-05-2023,0.46706,0.46095,0.47018,0.45694,408.07M,1.31%
04-05-2023,0.46101,0.46344,0.4649,0.45481,311.12M,-0.52%
03-05-2023,0.46343,0.46457,0.46532,0.45041,488.00M,-0.25%
02-05-2023,0.46457,0.46489,0.4659,0.4579,449.59M,-0.07%
01-05-2023,0.4649,0.47056,0.4723,0.45564,464.92M,-1.19%
30-04-2023,0.47052,0.478,0.4818,0.46916,202.09M,-1.56%
29-04-2023,0.47798,0.4796,0.48595,0.47274,238.18M,-0.36%
28-04-2023,0.47971,0.46668,0.4823,0.46381,533.69M,2.79%
27-04-2023,0.4667,0.46182,0.46962,0.4562,498.17M,1.06%
26-04-2023,0.4618,0.46967,0.483,0.43638,774.76M,-1.68%
25-04-2023,0.46967,0.46071,0.47188,0.45076,537.49M,1.95%
24-04-2023,0.4607,0.46478,0.48419,0.44854,583.54M,-0.89%
23-04-2023,0.46485,0.47191,0.47191,0.45385,313.91M,-1.50%
22-04-2023,0.47191,0.44899,0.47512,0.44567,346.08M,5.05%
21-04-2023,0.44923,0.47518,0.47895,0.44045,607.93M,-5.46%
20-04-2023,0.4752,0.4911,0.49907,0.46563,634.89M,-3.24%
19-04-2023,0.49111,0.53237,0.53706,0.47829,889.03M,-7.66%
18-04-2023,0.53184,0.51088,0.53746,0.50946,503.97M,4.10%
17-04-2023,0.51089,0.5209,0.52091,0.50687,431.00M,-1.92%
16-04-2023,0.52089,0.5193,0.52421,0.51539,221.06M,0.31%
15-04-2023,0.5193,0.52269,0.52609,0.51701,219.33M,-0.65%
14-04-2023,0.52269,0.51244,0.54532,0.51119,637.31M,2.00%
13-04-2023,0.51244,0.50472,0.51481,0.50141,391.58M,1.53%
12-04-2023,0.50473,0.51682,0.51782,0.4999,489.67M,-2.35%
11-04-2023,0.51686,0.51765,0.52703,0.51173,507.10M,-0.15%
10-04-2023,0.51766,0.50539,0.51972,0.50018,380.21M,2.43%
09-04-2023,0.50539,0.50497,0.50902,0.4992,167.09M,0.08%
08-04-2023,0.50497,0.51294,0.51294,0.50288,171.35M,-1.57%
07-04-2023,0.51301,0.5028,0.51518,0.49805,393.28M,2.02%
06-04-2023,0.50284,0.50559,0.50968,0.49279,401.75M,-0.55%
05-04-2023,0.5056,0.5027,0.52659,0.49873,527.18M,0.58%
04-04-2023,0.5027,0.49574,0.5076,0.48738,462.51M,1.41%
03-04-2023,0.4957,0.51804,0.52447,0.48385,663.37M,-4.31%
02-04-2023,0.51804,0.5095,0.52877,0.50162,503.34M,1.68%
01-04-2023,0.50949,0.53792,0.53792,0.49849,650.03M,-5.30%
31-03-2023,0.53799,0.53217,0.5482,0.5272,668.82M,1.09%
30-03-2023,0.53217,0.54242,0.55652,0.52498,1.03B,-1.95%
29-03-2023,0.54274,0.51442,0.58209,0.51442,1.63B,5.50%
28-03-2023,0.51443,0.47922,0.53312,0.4685,1.42B,7.33%
27-03-2023,0.4793,0.44795,0.48824,0.44258,1.28B,6.99%
26-03-2023,0.44797,0.44309,0.463,0.44066,483.05M,1.08%
25-03-2023,0.44321,0.4256,0.46416,0.42263,830.88M,4.14%
24-03-2023,0.42557,0.44381,0.44384,0.41561,691.45M,-4.15%
23-03-2023,0.44398,0.42129,0.45431,0.41183,1.08B,5.43%
22-03-2023,0.42112,0.46935,0.4747,0.40995,1.82B,-10.07%
21-03-2023,0.46829,0.3732,0.49268,0.37295,2.18B,25.49%
20-03-2023,0.37318,0.38574,0.39114,0.37145,623.52M,-3.19%
19-03-2023,0.38549,0.37398,0.39989,0.37371,652.63M,3.08%
18-03-2023,0.37396,0.37986,0.38907,0.37,491.19M,-1.56%
17-03-2023,0.3799,0.36479,0.38129,0.36218,579.90M,4.14%
16-03-2023,0.3648,0.35897,0.36661,0.35656,374.92M,1.62%
15-03-2023,0.35899,0.3726,0.37575,0.35652,546.76M,-3.65%
14-03-2023,0.3726,0.37233,0.38667,0.36485,741.20M,0.07%
13-03-2023,0.37232,0.37139,0.37967,0.3568,793.43M,0.27%
12-03-2023,0.3713,0.36378,0.3713,0.34797,552.16M,2.05%
11-03-2023,0.36385,0.36998,0.37374,0.35888,506.12M,-1.66%
10-03-2023,0.36999,0.37061,0.37493,0.35781,758.96M,-0.27%
09-03-2023,0.37099,0.3887,0.39737,0.36491,933.16M,-4.57%
08-03-2023,0.38874,0.38019,0.40041,0.3725,966.40M,2.25%
07-03-2023,0.3802,0.36951,0.38432,0.36698,833.56M,2.85%
06-03-2023,0.36964,0.36677,0.37393,0.35979,624.87M,0.77%
05-03-2023,0.36681,0.3735,0.3772,0.3656,250.28M,-1.79%
04-03-2023,0.37351,0.37737,0.37974,0.36827,259.12M,-1.03%
03-03-2023,0.37738,0.37715,0.38046,0.35553,695.08M,0.06%
02-03-2023,0.37715,0.38366,0.38441,0.37378,440.59M,-1.70%
01-03-2023,0.38366,0.3762,0.38422,0.3728,454.72M,1.98%
28-02-2023,0.3762,0.3785,0.38251,0.37208,575.91M,-0.61%
27-02-2023,0.3785,0.37798,0.38011,0.37107,602.00M,0.14%
26-02-2023,0.37799,0.37786,0.38059,0.3746,200.97M,0.03%
25-02-2023,0.37786,0.37843,0.37933,0.37088,285.25M,-0.15%
24-02-2023,0.37844,0.38828,0.39079,0.37253,506.55M,-2.54%
23-02-2023,0.38829,0.39515,0.3978,0.38572,490.03M,-1.72%
22-02-2023,0.39507,0.3919,0.39739,0.38318,566.95M,0.81%
21-02-2023,0.39189,0.39841,0.40161,0.38747,594.30M,-1.64%
20-02-2023,0.39841,0.38638,0.40831,0.37802,732.42M,3.11%
19-02-2023,0.38641,0.39427,0.39782,0.38536,328.36M,-1.99%
18-02-2023,0.39427,0.39498,0.39742,0.39123,196.16M,-0.15%
17-02-2023,0.39486,0.38416,0.39991,0.38107,475.63M,2.78%
16-02-2023,0.38417,0.40111,0.40438,0.38417,594.20M,-4.23%
15-02-2023,0.40113,0.38207,0.40224,0.37658,515.88M,4.99%
14-02-2023,0.38207,0.37043,0.38379,0.36462,507.21M,3.14%
13-02-2023,0.37045,0.37477,0.37807,0.36293,538.01M,-1.17%
12-02-2023,0.37482,0.38349,0.3848,0.37214,191.17M,-2.26%
11-02-2023,0.38349,0.38203,0.3841,0.38021,166.46M,0.37%
10-02-2023,0.38207,0.38172,0.38769,0.3779,376.95M,0.11%
09-02-2023,0.38167,0.3976,0.40805,0.37413,721.48M,-4.01%
08-02-2023,0.3976,0.4036,0.4057,0.39374,374.80M,-1.49%
07-02-2023,0.40361,0.39192,0.4047,0.39025,478.44M,2.99%
06-02-2023,0.39189,0.39841,0.40351,0.39102,417.17M,-1.64%
05-02-2023,0.39842,0.41091,0.41168,0.39542,327.69M,-3.04%
04-02-2023,0.41093,0.41153,0.42025,0.40764,243.58M,-0.14%
03-02-2023,0.41152,0.40961,0.41368,0.40604,369.09M,0.46%
02-02-2023,0.40962,0.41325,0.41874,0.40849,436.84M,-0.89%
01-02-2023,0.41328,0.40569,0.41568,0.39699,506.19M,1.86%
31-01-2023,0.40572,0.39353,0.41119,0.38837,466.63M,3.08%
30-01-2023,0.39359,0.41331,0.42151,0.38936,575.47M,-4.77%
29-01-2023,0.41328,0.40787,0.41718,0.4066,223.15M,1.33%
28-01-2023,0.40787,0.41279,0.41598,0.40589,199.75M,-1.20%
27-01-2023,0.41281,0.40943,0.41339,0.39916,359.88M,0.82%
26-01-2023,0.40944,0.41672,0.41778,0.4063,384.61M,-1.81%
25-01-2023,0.417,0.40785,0.42437,0.39782,489.94M,2.23%
24-01-2023,0.40791,0.42386,0.43101,0.40403,549.09M,-3.79%
23-01-2023,0.42396,0.40039,0.43205,0.39983,935.74M,5.89%
22-01-2023,0.40039,0.40339,0.41164,0.39671,339.50M,-0.70%
21-01-2023,0.40323,0.41281,0.41608,0.40072,467.16M,-2.40%
20-01-2023,0.41312,0.3928,0.41369,0.38612,487.22M,5.15%
19-01-2023,0.39288,0.37863,0.39556,0.3767,555.14M,3.75%
18-01-2023,0.37869,0.38694,0.39554,0.36943,830.01M,-2.13%
17-01-2023,0.38693,0.38604,0.39812,0.37951,514.11M,0.20%
16-01-2023,0.38616,0.38475,0.40627,0.37921,730.00M,0.37%
15-01-2023,0.38474,0.3953,0.39675,0.37995,402.04M,-2.66%
14-01-2023,0.39526,0.386,0.40855,0.38174,786.84M,2.39%
13-01-2023,0.38603,0.37482,0.38669,0.36916,541.81M,2.99%
12-01-2023,0.37483,0.37289,0.37941,0.36336,690.96M,0.52%
11-01-2023,0.37289,0.35077,0.37699,0.34775,858.01M,6.30%
10-01-2023,0.35078,0.34895,0.354,0.34338,474.09M,0.52%
09-01-2023,0.34897,0.34481,0.35716,0.34379,754.29M,1.22%
08-01-2023,0.34475,0.34413,0.34612,0.33813,269.19M,0.19%
07-01-2023,0.34412,0.34436,0.34558,0.3415,145.19M,-0.07%
06-01-2023,0.34436,0.33795,0.34597,0.33137,409.47M,1.90%
05-01-2023,0.33795,0.34763,0.34869,0.33635,374.32M,-2.82%
04-01-2023,0.34776,0.34365,0.35147,0.34223,520.59M,1.19%
03-01-2023,0.34367,0.3482,0.35187,0.34143,472.17M,-1.30%
02-01-2023,0.34819,0.33869,0.35447,0.31516,913.67M,2.81%
01-01-2023,0.33868,0.33876,0.33989,0.33552,144.21M,-0.01%
31-12-2022,0.33872,0.34516,0.34518,0.33872,186.73M,-1.87%
30-12-2022,0.34519,0.3421,0.34561,0.3338,371.00M,0.90%
29-12-2022,0.3421,0.35594,0.3577,0.33749,504.02M,-3.91%
28-12-2022,0.35601,0.36749,0.36861,0.35498,481.85M,-3.12%
27-12-2022,0.36749,0.36587,0.37257,0.35885,521.31M,0.43%
26-12-2022,0.36591,0.34577,0.36967,0.3456,460.67M,5.81%
25-12-2022,0.34581,0.35199,0.35199,0.34422,149.48M,-1.76%
24-12-2022,0.352,0.3543,0.3543,0.35045,90.12M,-0.65%
23-12-2022,0.3543,0.34941,0.35467,0.34688,302.95M,1.40%
22-12-2022,0.34941,0.3449,0.35012,0.34161,354.21M,1.13%
21-12-2022,0.34552,0.34849,0.35035,0.33843,402.45M,-0.88%
20-12-2022,0.34857,0.33895,0.35294,0.33597,476.39M,2.84%
19-12-2022,0.33894,0.34981,0.3529,0.33286,507.18M,-3.11%
18-12-2022,0.34981,0.35459,0.35522,0.34767,144.56M,-1.35%
17-12-2022,0.35458,0.35121,0.35689,0.34735,280.23M,0.96%
16-12-2022,0.35121,0.37791,0.37972,0.34622,512.67M,-7.07%
15-12-2022,0.37793,0.38519,0.38658,0.37441,325.00M,-1.89%
14-12-2022,0.38519,0.39527,0.39527,0.37791,443.89M,-2.55%
13-12-2022,0.39527,0.38724,0.39666,0.37858,571.04M,2.08%
12-12-2022,0.38723,0.38089,0.38953,0.37149,449.00M,1.64%
11-12-2022,0.38098,0.38658,0.38849,0.37884,133.07M,-1.44%
